level_0,index,DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS
229,229,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
230,230,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
231,231,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
232,232,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
233,233,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
234,234,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
235,235,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
236,236,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
237,237,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
238,238,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
239,239,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
240,240,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
241,241,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
242,242,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
243,243,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
244,244,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
245,245,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
246,246,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
247,247,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
248,248,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
249,249,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
250,250,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
251,251,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
252,252,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,MidRHOB ,MidPorosity ,HighVelocity,BS122
253,253,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,MidRHOB ,MidPorosity ,HighVelocity,BS122
254,254,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,MidRHOB ,MidPorosity ,HighVelocity,BS122
255,255,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
256,256,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
257,257,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
258,258,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
259,259,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
260,260,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,LowRHOB,HighPorosity,MidVelocity ,BS122
261,261,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
262,262,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
263,263,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
264,264,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
265,265,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
266,266,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
267,267,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
268,268,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
269,269,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
270,270,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
271,271,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
272,272,DeepDepth,HORDALAND,UtsiraFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
273,273,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,MidRHOB ,MidPorosity ,HighVelocity,BS122
274,274,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,MidRHOB ,MidPorosity ,HighVelocity,BS122
275,275,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,MidRHOB ,MidPorosity ,HighVelocity,BS122
276,276,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
277,277,DeepDepth,HORDALAND,UtsiraFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
278,278,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
279,279,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
280,280,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
281,281,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
282,282,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
283,283,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
284,284,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
285,285,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
286,286,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
287,287,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
288,288,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
289,289,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
290,290,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
291,291,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
292,292,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
293,293,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
294,294,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
295,295,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
296,296,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
297,297,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
298,298,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
299,299,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
300,300,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
301,301,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
302,302,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
303,303,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
304,304,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
305,305,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
306,306,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
307,307,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
308,308,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
309,309,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
310,310,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
311,311,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
312,312,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
313,313,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
314,314,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
315,315,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
316,316,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
317,317,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
318,318,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
319,319,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
320,320,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
321,321,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
322,322,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
323,323,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
324,324,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
325,325,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
326,326,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
327,327,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
328,328,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
329,329,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
330,330,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
331,331,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
332,332,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
333,333,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
334,334,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
335,335,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
336,336,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
337,337,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
338,338,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
339,339,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
340,340,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
341,341,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
342,342,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
343,343,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
344,344,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
345,345,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
346,346,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
347,347,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
348,348,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
349,349,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
350,350,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
351,351,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
352,352,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
353,353,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
354,354,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
355,355,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
356,356,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
357,357,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
358,358,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
359,359,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
360,360,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
361,361,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
362,362,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
363,363,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
364,364,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
365,365,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
366,366,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
367,367,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
368,368,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
369,369,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
370,370,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
371,371,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
372,372,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
373,373,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
374,374,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
375,375,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
376,376,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
377,377,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
378,378,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
379,379,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
380,380,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
381,381,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
382,382,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
383,383,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
384,384,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
385,385,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
386,386,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
387,387,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
388,388,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
389,389,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
390,390,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
391,391,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
392,392,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
393,393,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
394,394,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
395,395,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
396,396,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
397,397,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
398,398,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
399,399,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
400,400,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
401,401,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
402,402,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
403,403,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
404,404,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
405,405,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
406,406,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
407,407,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
408,408,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
409,409,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
410,410,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
411,411,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
412,412,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
413,413,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
414,414,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
415,415,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
416,416,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
417,417,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
418,418,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
419,419,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
420,420,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
421,421,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
422,422,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
423,423,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
424,424,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
425,425,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
426,426,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
427,427,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
428,428,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
429,429,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
430,430,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
431,431,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
432,432,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
433,433,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
434,434,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
435,435,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
436,436,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
437,437,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
438,438,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
439,439,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
440,440,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
441,441,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
442,442,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
443,443,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
444,444,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
445,445,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
446,446,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
447,447,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
448,448,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
449,449,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
450,450,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
451,451,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
452,452,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
453,453,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
454,454,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
455,455,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
456,456,DeepDepth,HORDALAND,FriggFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
