,LITHOLOGY
10714,Sandstone
3074,SandstoneShale
1533,Chalk
2558,Marl
10225,Tuff
2779,Marl
4693,SandstoneShale
5503,Sandstone
9482,Limestone
6334,Sandstone
340,Sandstone
1182,Chalk
6957,SandstoneShale
4165,SandstoneShale
7037,Limestone
5752,Sandstone
8920,SandstoneShale
11738,Limestone
12522,Sandstone
13847,Coal
1611,Chalk
8833,Sandstone
9301,Limestone
6001,Sandstone
11694,Limestone
8292,Sandstone
11892,Limestone
2626,Marl
6026,Sandstone
9029,Sandstone
7905,Dolomite
13454,SandstoneShale
7326,SandstoneShale
2842,Marl
10350,Tuff
5258,Sandstone
1528,Chalk
612,Tuff
7538,Sandstone
3565,SandstoneShale
6909,SandstoneShale
2949,SandstoneShale
7045,SandstoneShale
12460,Sandstone
9300,Limestone
8069,Tuff
832,SandstoneShale
7552,Sandstone
12851,SandstoneShale
7104,SandstoneShale
5734,Sandstone
9976,Sandstone
5942,Sandstone
8261,Sandstone
6703,Sandstone
8830,Sandstone
12275,Sandstone
3811,SandstoneShale
362,Sandstone
985,Limestone
10822,Sandstone
10924,Sandstone
6980,SandstoneShale
8668,Sandstone
9228,Limestone
6427,Sandstone
5221,Sandstone
3116,Sandstone
12392,Sandstone
11828,Limestone
3336,Sandstone
5120,SandstoneShale
5788,Marl
7674,Sandstone
137,Limestone
10583,Sandstone
3805,Sandstone
3124,Sandstone
12186,Sandstone
5019,SandstoneShale
10920,Sandstone
4433,Sandstone
742,SandstoneShale
11354,Limestone
13482,Sandstone
5081,SandstoneShale
7736,Sandstone
13150,Sandstone
1214,Chalk
8845,Sandstone
873,SandstoneShale
3923,SandstoneShale
5431,Sandstone
978,Limestone
5727,Sandstone
6575,Sandstone
7857,Sandstone
4623,Sandstone
11666,Limestone
11933,Limestone
3254,Sandstone
2398,Limestone
7613,Sandstone
9123,Sandstone
373,Sandstone
433,Sandstone
324,Sandstone
354,Sandstone
9824,Sandstone
12847,SandstoneShale
4131,SandstoneShale
8577,Sandstone
6096,Sandstone
3678,Sandstone
3928,SandstoneShale
6648,Sandstone
2561,Marl
6007,Sandstone
219,SandstoneShale
4937,SandstoneShale
8306,Sandstone
9074,Sandstone
11302,Limestone
4415,Sandstone
12700,Limestone
6335,Sandstone
4682,SandstoneShale
815,SandstoneShale
10286,Tuff
10238,Tuff
7561,Sandstone
13724,Sandstone
1996,Chalk
2258,Limestone
3002,SandstoneShale
12134,Sandstone
996,Limestone
13616,Sandstone
5185,Sandstone
13659,Sandstone
8222,SandstoneShale
774,SandstoneShale
10466,SandstoneShale
875,SandstoneShale
3503,SandstoneShale
4620,SandstoneShale
4379,Sandstone
8568,Limestone
7227,SandstoneShale
8536,Sandstone
1964,Chalk
3213,Sandstone
3671,Sandstone
229,SandstoneShale
2687,Limestone
8312,Sandstone
7607,Sandstone
8516,Sandstone
11923,Limestone
3368,Sandstone
1867,Chalk
9669,Limestone
1763,Chalk
8036,Tuff
3933,SandstoneShale
7378,SandstoneShale
9645,Limestone
3950,Sandstone
8513,Sandstone
10671,Sandstone
793,SandstoneShale
7589,Sandstone
4666,SandstoneShale
6034,Sandstone
8096,Tuff
4116,SandstoneShale
13958,Coal
8805,Limestone
12103,SandstoneShale
475,Sandstone
10171,Dolomite
2536,Marl
7126,SandstoneShale
9127,Sandstone
12792,SandstoneShale
3028,SandstoneShale
8405,Sandstone
13674,Sandstone
5217,Sandstone
4396,SandstoneShale
13732,Sandstone
671,Limestone
2956,SandstoneShale
5318,Sandstone
7354,Sandstone
10044,Sandstone
3079,SandstoneShale
1121,Chalk
13844,Coal
10177,Tuff
9747,Sandstone
8454,Sandstone
9565,Limestone
6654,Sandstone
692,Limestone
992,Limestone
8150,Tuff
10342,Tuff
6394,Sandstone
12010,Limestone
11843,Limestone
9591,Limestone
62,Sandstone
11192,Limestone
7623,Sandstone
7058,SandstoneShale
6786,Sandstone
6833,Sandstone
8255,Sandstone
8634,Sandstone
8125,Tuff
8654,Sandstone
1345,Chalk
10481,Sandstone
6723,Sandstone
782,SandstoneShale
5162,Sandstone
12279,Sandstone
7998,Tuff
12168,Sandstone
11635,Limestone
10281,Tuff
12687,Limestone
935,Limestone
6381,Sandstone
9342,Limestone
6879,SandstoneShale
4980,SandstoneShale
10125,Sandstone
9490,Limestone
10806,Sandstone
103,Limestone
1967,Chalk
9268,Limestone
4740,SandstoneShale
6142,Sandstone
6933,SandstoneShale
1811,Chalk
9682,Limestone
6327,SandstoneShale
384,Sandstone
10075,Sandstone
737,SandstoneShale
13681,Sandstone
3499,SandstoneShale
12798,Sandstone
2346,Limestone
9195,Limestone
11641,Limestone
9576,Limestone
3117,Sandstone
3700,SandstoneShale
6009,Sandstone
7482,Sandstone
7396,SandstoneShale
6095,Sandstone
3877,Sandstone
4820,SandstoneShale
10715,Sandstone
9701,Sandstone
13048,Sandstone
9183,Limestone
3111,Sandstone
1516,Chalk
3484,Sandstone
5262,SandstoneShale
1951,Chalk
8246,Sandstone
8669,Sandstone
13427,Sandstone
6573,Sandstone
3734,SandstoneShale
4119,SandstoneShale
12218,Sandstone
12731,Coal
5524,Sandstone
5935,Sandstone
92,SandstoneShale
12226,Sandstone
8633,Sandstone
9924,Sandstone
11726,Limestone
12913,Sandstone
12623,Coal
3610,SandstoneShale
6402,Sandstone
1879,Chalk
2085,Chalk
8588,Sandstone
638,Tuff
6867,Sandstone
9255,Limestone
10818,Sandstone
932,Limestone
13954,Coal
9587,Limestone
1728,Chalk
11201,Limestone
7046,SandstoneShale
7035,Limestone
2777,Sandstone
11360,Limestone
3594,SandstoneShale
653,Tuff
1766,Chalk
12691,Limestone
9419,Limestone
13696,Sandstone
1113,Chalk
254,SandstoneShale
10900,Sandstone
2036,Chalk
6954,SandstoneShale
9372,Limestone
4479,Sandstone
9688,Limestone
4733,SandstoneShale
2003,Chalk
6918,Sandstone
10385,Tuff
4638,SandstoneShale
11145,Limestone
1236,Chalk
11000,Sandstone
594,Tuff
2503,Marl
933,Limestone
7099,SandstoneShale
7448,SandstoneShale
8375,Sandstone
3320,Sandstone
9545,Limestone
9847,Sandstone
4569,Sandstone
1221,Chalk
7233,SandstoneShale
12611,Sandstone
4275,SandstoneShale
966,Limestone
4664,SandstoneShale
13762,Sandstone
9411,Limestone
13448,SandstoneShale
4522,Sandstone
1241,Chalk
6659,Sandstone
6717,Sandstone
12184,Sandstone
4368,Sandstone
5077,SandstoneShale
11437,Limestone
13160,Sandstone
8432,Sandstone
10437,Tuff
5036,SandstoneShale
13474,Sandstone
4513,Sandstone
13457,Sandstone
7834,Sandstone
4254,Sandstone
1013,Limestone
9925,Sandstone
9430,Limestone
3531,Sandstone
3715,SandstoneShale
825,SandstoneShale
215,SandstoneShale
6858,Sandstone
6851,Sandstone
2531,Marl
11866,Limestone
13496,Sandstone
3606,SandstoneShale
4156,Sandstone
885,Limestone
11441,Limestone
5105,SandstoneShale
9697,Sandstone
773,SandstoneShale
12790,SandstoneShale
13668,Sandstone
10415,Tuff
4298,Sandstone
11014,Sandstone
1585,Chalk
477,Sandstone
7258,SandstoneShale
13750,Sandstone
6960,SandstoneShale
519,Limestone
7593,Sandstone
10036,Sandstone
12277,Sandstone
104,Limestone
5099,SandstoneShale
6577,Sandstone
10189,Tuff
1449,Chalk
6004,Sandstone
7513,Sandstone
13343,Sandstone
3794,SandstoneShale
173,Limestone
6164,Sandstone
2102,Limestone
8743,Sandstone
13218,Sandstone
13896,Coal
9050,Sandstone
9170,Limestone
1993,Chalk
3174,Sandstone
5297,Sandstone
5740,Sandstone
7660,Sandstone
6140,Sandstone
4427,Sandstone
10604,Sandstone
9836,Sandstone
7145,SandstoneShale
11219,Limestone
2928,Marl
2869,Sandstone
3670,Sandstone
12082,SandstoneShale
8487,Sandstone
4127,SandstoneShale
6619,Coal
9250,Limestone
682,Tuff
7760,Sandstone
2730,SandstoneShale
1146,Chalk
2452,Limestone
2137,Limestone
13429,Sandstone
8095,Tuff
7954,Tuff
13881,Coal
9356,Limestone
2827,Marl
11368,Limestone
3068,SandstoneShale
13894,Coal
11278,Limestone
13808,Sandstone
7566,Sandstone
4797,SandstoneShale
850,SandstoneShale
9529,Marl
182,Limestone
11793,Limestone
10654,Sandstone
5027,SandstoneShale
10304,Tuff
6853,Sandstone
8101,Tuff
4135,SandstoneShale
345,Sandstone
3883,Sandstone
4080,SandstoneShale
3570,Sandstone
4770,SandstoneShale
13159,Sandstone
13730,Sandstone
11743,Limestone
3533,Sandstone
10643,Sandstone
6514,Sandstone
8104,Tuff
13905,Sandstone
5357,Sandstone
13492,Sandstone
12873,Coal
3169,Sandstone
11598,Limestone
11663,Limestone
4389,SandstoneShale
8989,Sandstone
4050,SandstoneShale
11977,Limestone
4107,SandstoneShale
10750,Sandstone
7048,SandstoneShale
543,Limestone
6471,Coal
13370,Sandstone
6356,SandstoneShale
12459,Sandstone
5758,Sandstone
3699,SandstoneShale
1633,Marl
9114,Sandstone
11657,Limestone
2494,Marl
2734,SandstoneShale
5548,Sandstone
9354,Limestone
13097,Coal
12033,Coal
1317,Chalk
2139,Limestone
8649,Sandstone
10687,Sandstone
8742,Sandstone
7094,SandstoneShale
7014,SandstoneShale
10080,Sandstone
8895,Sandstone
11144,Limestone
4403,Sandstone
12591,Sandstone
9703,Sandstone
3893,Sandstone
4576,Sandstone
2533,Marl
7730,Sandstone
9277,Limestone
739,SandstoneShale
11401,Limestone
3684,Sandstone
11732,Limestone
9403,Limestone
9161,Limestone
7803,Sandstone
2752,SandstoneShale
12695,Limestone
9753,Sandstone
7807,Sandstone
6123,Sandstone
1250,Chalk
12680,Limestone
4299,Sandstone
5749,Sandstone
12071,SandstoneShale
4095,SandstoneShale
11891,Limestone
2753,SandstoneShale
3771,Sandstone
5207,Sandstone
13875,Coal
3543,Sandstone
6513,Sandstone
13507,Sandstone
10728,Sandstone
7685,Sandstone
4908,SandstoneShale
5436,Sandstone
6466,Coal
15,SandstoneShale
6490,Sandstone
4605,SandstoneShale
6374,Coal
5072,SandstoneShale
4825,SandstoneShale
11204,Limestone
1933,Chalk
1036,Limestone
10743,Sandstone
4020,SandstoneShale
4373,Sandstone
9427,Limestone
6624,Coal
11544,Limestone
12340,Sandstone
11806,Limestone
7981,Tuff
11013,Sandstone
5658,Sandstone
9410,Limestone
2311,Limestone
3774,Sandstone
10434,Tuff
8302,Sandstone
535,Limestone
337,Sandstone
11498,Limestone
13722,Sandstone
1731,Chalk
7506,Sandstone
4848,SandstoneShale
1902,Chalk
5692,Sandstone
13044,Sandstone
12658,Sandstone
3423,SandstoneShale
11089,Limestone
8880,Sandstone
11504,Limestone
5119,SandstoneShale
10622,Sandstone
3022,SandstoneShale
2708,Sandstone
4397,SandstoneShale
6397,Sandstone
1333,Chalk
11254,Limestone
11300,Limestone
13180,Coal
12156,Sandstone
9618,Limestone
10812,Limestone
283,Sandstone
5694,Sandstone
195,SandstoneShale
13397,SandstoneShale
8848,Sandstone
1795,Chalk
1491,Chalk
9656,Limestone
4828,Sandstone
12997,Sandstone
11271,Limestone
13361,Sandstone
11829,Limestone
6180,Sandstone
1134,Chalk
3646,Sandstone
12018,Coal
6929,SandstoneShale
4276,SandstoneShale
13045,Sandstone
12547,Sandstone
9001,Limestone
11357,Limestone
8950,Sandstone
2702,Marl
9238,Limestone
9581,Limestone
13459,Sandstone
7368,SandstoneShale
2072,Chalk
4468,SandstoneShale
13766,Sandstone
13487,Sandstone
5764,Coal
123,Limestone
326,Sandstone
10384,Tuff
2075,Chalk
6770,Sandstone
1292,Chalk
1651,Marl
6362,SandstoneShale
1789,Chalk
13402,SandstoneShale
8541,Sandstone
10222,Tuff
6529,Sandstone
6227,Sandstone
11760,Limestone
10884,Sandstone
9112,Sandstone
1029,Limestone
981,Limestone
8897,Sandstone
4723,SandstoneShale
1876,Chalk
1907,Chalk
9560,Limestone
8528,Sandstone
3960,SandstoneShale
1564,Chalk
6946,SandstoneShale
2572,Limestone
6442,Coal
2736,SandstoneShale
4302,Sandstone
3848,Sandstone
2222,Limestone
7777,Sandstone
6641,Sandstone
9930,Sandstone
8929,SandstoneShale
2553,Marl
6044,Sandstone
3658,Sandstone
13430,Sandstone
6118,Sandstone
2579,Marl
6688,Sandstone
5821,Marl
4184,SandstoneShale
13506,Sandstone
8066,Tuff
1983,Chalk
11077,Limestone
1685,Chalk
2436,Limestone
8062,Tuff
13437,Sandstone
6237,Sandstone
10511,Sandstone
11676,Limestone
12457,Sandstone
1554,Chalk
66,Sandstone
1482,Chalk
5835,Marl
9770,Sandstone
12916,Sandstone
5518,Sandstone
446,Sandstone
5319,Sandstone
11507,Limestone
7194,SandstoneShale
11585,Limestone
8760,Limestone
9140,Limestone
7349,Sandstone
11384,Limestone
9,SandstoneShale
666,Tuff
10313,Tuff
3429,Sandstone
2672,Marl
5538,Sandstone
9156,Limestone
12421,Coal
7161,SandstoneShale
5667,SandstoneShale
10354,Tuff
3363,Sandstone
5877,SandstoneShale
11323,Limestone
9198,Limestone
5860,SandstoneShale
2872,Sandstone
12882,Coal
1794,Chalk
2203,Limestone
3218,Sandstone
4751,SandstoneShale
3488,SandstoneShale
1721,Chalk
677,Limestone
2450,Limestone
252,SandstoneShale
6093,Sandstone
3694,SandstoneShale
13837,Coal
9998,Sandstone
4235,Sandstone
8686,Sandstone
12579,Sandstone
658,Tuff
2605,Marl
363,Sandstone
400,Sandstone
4232,Sandstone
7828,Sandstone
7492,Sandstone
8753,SandstoneShale
8939,Sandstone
4960,Sandstone
5415,Sandstone
13950,Coal
872,SandstoneShale
6081,Sandstone
1227,Chalk
3591,SandstoneShale
1865,Chalk
10132,Sandstone
6974,SandstoneShale
3290,Sandstone
12927,Sandstone
4611,SandstoneShale
3798,SandstoneShale
5527,Sandstone
2824,Marl
5457,Sandstone
4779,SandstoneShale
8371,Sandstone
3524,SandstoneShale
3802,Sandstone
13331,Coal
13071,Sandstone
5843,Marl
2200,Limestone
10887,Sandstone
8429,Sandstone
12375,Sandstone
1851,Chalk
8174,Tuff
6042,Sandstone
9959,Sandstone
9226,Limestone
12587,Sandstone
548,Tuff
4701,Sandstone
6388,Sandstone
9105,Sandstone
12268,Sandstone
11024,Sandstone
9136,Sandstone
10858,Sandstone
2364,Limestone
12737,Coal
13608,Sandstone
9237,Limestone
5933,Sandstone
9282,Limestone
5516,Sandstone
1550,Chalk
13251,Sandstone
8498,Sandstone
9752,Sandstone
3937,Sandstone
13557,Sandstone
10616,Sandstone
9392,Limestone
5340,Sandstone
3688,Sandstone
11349,Limestone
12117,Sandstone
10530,Sandstone
3765,SandstoneShale
1884,Chalk
2126,Limestone
8490,Sandstone
9664,Limestone
1819,Chalk
13577,Sandstone
13395,Coal
6797,Sandstone
1445,Chalk
13367,Sandstone
6922,Sandstone
13878,Coal
9665,Limestone
6247,Sandstone
3259,Sandstone
10068,Sandstone
7722,Sandstone
6432,Sandstone
9620,Limestone
1527,Chalk
8491,Sandstone
3030,SandstoneShale
7137,SandstoneShale
12335,Sandstone
4189,SandstoneShale
6455,Coal
1264,Chalk
1642,Chalk
528,Limestone
8796,Limestone
3527,SandstoneShale
3857,Sandstone
6147,SandstoneShale
2698,Marl
1424,Chalk
10749,Sandstone
12489,Sandstone
12322,Sandstone
8791,Sandstone
13600,Sandstone
10841,Sandstone
7158,SandstoneShale
12486,Sandstone
9527,Marl
1042,Limestone
8260,Sandstone
2609,Marl
12225,Sandstone
13588,Sandstone
852,SandstoneShale
11487,Limestone
4685,SandstoneShale
11212,Limestone
11164,Limestone
10525,Sandstone
1834,Chalk
13791,Coal
7713,Sandstone
10964,Sandstone
838,SandstoneShale
2015,Chalk
1796,Chalk
4246,Sandstone
1827,Chalk
13351,Sandstone
12492,Sandstone
7792,Sandstone
12834,SandstoneShale
10598,Sandstone
1761,Chalk
6162,Sandstone
9134,Sandstone
11769,Limestone
2778,Sandstone
530,Limestone
9862,Sandstone
2677,Marl
6519,Sandstone
12222,Sandstone
2409,Limestone
2860,Marl
13301,Coal
6336,Sandstone
12955,Sandstone
2499,Limestone
7036,Limestone
8372,Sandstone
10612,Sandstone
9130,Sandstone
13478,Sandstone
4608,SandstoneShale
417,Sandstone
5846,Marl
9444,Limestone
8853,Sandstone
5202,Sandstone
5985,Sandstone
7438,SandstoneShale
5483,Sandstone
13013,Sandstone
12245,Sandstone
13052,Sandstone
2463,Limestone
8005,Tuff
4141,SandstoneShale
7679,Sandstone
13268,Sandstone
13937,Coal
8061,Tuff
7184,SandstoneShale
808,SandstoneShale
10301,Tuff
766,SandstoneShale
4869,Sandstone
13665,Sandstone
1553,Chalk
10942,Sandstone
10811,Sandstone
6428,Sandstone
1605,Chalk
8022,Tuff
424,Sandstone
7312,SandstoneShale
9709,Sandstone
9169,Limestone
10839,Sandstone
9816,Sandstone
3239,Sandstone
2706,Marl
2784,Marl
4180,SandstoneShale
12029,Coal
11594,Limestone
6159,Sandstone
1820,Chalk
4258,Sandstone
2237,Limestone
2657,Marl
5614,Sandstone
13914,Sandstone
10852,Sandstone
5246,Sandstone
1589,Chalk
4411,Sandstone
13226,Sandstone
7995,Tuff
4959,Sandstone
3309,Sandstone
2241,Limestone
1119,Chalk
4603,Sandstone
279,Sandstone
13848,Coal
4962,SandstoneShale
13297,Coal
11711,Limestone
10847,Sandstone
2289,Limestone
6695,Sandstone
4274,SandstoneShale
10035,Sandstone
9514,Limestone
11620,Limestone
4195,Sandstone
5779,Marl
13181,Coal
13232,Coal
7814,Sandstone
621,Tuff
8369,Sandstone
733,SandstoneShale
9235,Limestone
1799,Chalk
8996,Limestone
4994,SandstoneShale
7769,Sandstone
5086,SandstoneShale
8476,Sandstone
9865,Sandstone
2275,Limestone
11568,Limestone
4550,Sandstone
8418,Sandstone
8843,Sandstone
12096,SandstoneShale
4126,SandstoneShale
13503,Sandstone
12981,Sandstone
4641,SandstoneShale
3621,SandstoneShale
8289,Sandstone
158,Limestone
4943,SandstoneShale
7018,SandstoneShale
13317,Sandstone
7931,Tuff
7779,Sandstone
10752,Sandstone
11712,Limestone
12537,Sandstone
13146,Sandstone
3808,SandstoneShale
12714,Coal
12247,Sandstone
1058,Limestone
12266,Sandstone
6295,Sandstone
6135,Sandstone
9316,Limestone
9890,Sandstone
7542,Sandstone
12043,Coal
9820,Sandstone
9730,Sandstone
8315,Sandstone
3076,SandstoneShale
8858,Sandstone
5607,Sandstone
10346,Tuff
13203,Sandstone
200,SandstoneShale
12070,SandstoneShale
9913,Sandstone
859,SandstoneShale
2763,SandstoneShale
3413,SandstoneShale
11400,Limestone
8757,SandstoneShale
11033,Sandstone
10932,Sandstone
5445,Sandstone
1416,Chalk
8464,Sandstone
4981,SandstoneShale
7770,Sandstone
13528,Sandstone
6392,Sandstone
393,Sandstone
7487,Sandstone
8170,Tuff
5560,Sandstone
1520,Chalk
10677,Sandstone
7962,Tuff
10767,Sandstone
13204,Coal
13861,Sandstone
6337,Sandstone
5637,Sandstone
5453,Sandstone
12636,Coal
8086,Tuff
10088,Sandstone
7516,Sandstone
9108,Sandstone
6000,Sandstone
11210,Limestone
13476,Sandstone
5704,Sandstone
13244,SandstoneShale
4394,SandstoneShale
6139,Sandstone
3903,SandstoneShale
9702,Sandstone
4475,Sandstone
11953,Limestone
8987,Sandstone
7692,Sandstone
4186,SandstoneShale
4128,SandstoneShale
862,SandstoneShale
6719,Sandstone
3754,SandstoneShale
7928,Tuff
1474,Chalk
5128,SandstoneShale
2065,Chalk
2445,Limestone
4149,Sandstone
4453,Sandstone
6903,SandstoneShale
9579,Limestone
11782,Limestone
13462,Sandstone
13558,Sandstone
5312,Sandstone
9192,Limestone
13469,SandstoneShale
5632,Sandstone
1438,Chalk
10659,Sandstone
12690,Limestone
779,SandstoneShale
4830,Sandstone
10596,Sandstone
2900,SandstoneShale
3386,SandstoneShale
11247,Limestone
5555,Sandstone
4589,Sandstone
4413,Sandstone
11048,Limestone
8060,Tuff
13798,Coal
6482,Sandstone
450,Sandstone
1812,Chalk
1992,Chalk
8110,Tuff
2405,Limestone
5432,Sandstone
4266,Sandstone
10526,Sandstone
9607,Limestone
11898,Limestone
1314,Chalk
382,Sandstone
3334,Sandstone
6644,Sandstone
13736,Sandstone
12110,SandstoneShale
8382,Sandstone
6520,Sandstone
11496,Limestone
1579,Chalk
6293,Sandstone
1446,Chalk
3236,Sandstone
3410,SandstoneShale
2765,SandstoneShale
1802,Chalk
3322,Sandstone
2131,Limestone
10217,Tuff
9397,Limestone
12888,Coal
13133,Sandstone
7195,SandstoneShale
10820,Sandstone
8808,Limestone
9348,Limestone
8926,SandstoneShale
6350,SandstoneShale
2895,SandstoneShale
5208,Sandstone
10149,Dolomite
2433,Limestone
1672,Chalk
13193,Coal
3956,Sandstone
4409,Sandstone
2580,Marl
854,SandstoneShale
10059,Sandstone
2199,Limestone
5347,Sandstone
4047,SandstoneShale
3146,Sandstone
6415,Sandstone
10393,Tuff
6956,SandstoneShale
10191,Tuff
3399,Limestone
7851,Sandstone
4384,Sandstone
4049,SandstoneShale
9476,Limestone
13755,Sandstone
11599,Limestone
2197,Limestone
1679,Chalk
12056,SandstoneShale
13131,Sandstone
6116,Sandstone
527,Tuff
5486,Sandstone
5902,SandstoneShale
12415,Sandstone
6309,SandstoneShale
21,SandstoneShale
4580,Sandstone
1880,Chalk
8819,Limestone
7518,Sandstone
920,Limestone
24,SandstoneShale
11269,Limestone
1267,Chalk
983,Limestone
2012,Chalk
6718,Sandstone
4100,SandstoneShale
2537,Marl
5489,Sandstone
2998,SandstoneShale
12160,Sandstone
2099,Limestone
3701,SandstoneShale
3380,Sandstone
3847,Sandstone
12755,SandstoneShale
8240,Sandstone
3695,SandstoneShale
5079,SandstoneShale
4922,SandstoneShale
9293,Limestone
2680,Marl
2166,Limestone
4382,Sandstone
6409,Sandstone
4842,SandstoneShale
13290,Coal
4532,Sandstone
13320,Sandstone
8407,Sandstone
12409,Sandstone
2194,Limestone
12819,Sandstone
944,Limestone
4892,SandstoneShale
12485,Sandstone
4827,Sandstone
7729,Sandstone
10988,Sandstone
9892,Sandstone
7791,Sandstone
4864,SandstoneShale
11970,Limestone
878,SandstoneShale
10727,Sandstone
3437,SandstoneShale
6963,SandstoneShale
9495,Limestone
929,Limestone
9787,Sandstone
8112,Tuff
7465,Sandstone
1212,Chalk
3755,SandstoneShale
2594,Marl
12808,SandstoneShale
7609,Sandstone
10128,Sandstone
9084,Sandstone
10139,Dolomite
1005,Limestone
6864,Sandstone
29,Sandstone
8078,Tuff
10210,Tuff
5951,Sandstone
2342,Limestone
5174,Sandstone
10842,Sandstone
11956,Limestone
11779,Limestone
11971,Limestone
13702,Sandstone
357,Sandstone
10459,SandstoneShale
11324,Limestone
8740,Sandstone
12088,SandstoneShale
9148,Limestone
1904,Chalk
5004,SandstoneShale
1901,Chalk
378,Sandstone
5263,SandstoneShale
11132,Limestone
3451,SandstoneShale
12099,SandstoneShale
3403,Limestone
12987,Sandstone
4287,Sandstone
11159,Limestone
3872,Sandstone
10300,Tuff
13611,Sandstone
3818,Sandstone
2654,Marl
818,SandstoneShale
9089,Sandstone
3945,SandstoneShale
2226,Marl
12974,Coal
11341,Limestone
13341,Sandstone
8178,Tuff
1647,Chalk
3567,SandstoneShale
6633,Coal
2185,Limestone
9604,Limestone
1078,Limestone
12090,SandstoneShale
9872,Sandstone
5754,Sandstone
3585,Sandstone
10832,Sandstone
8546,Sandstone
3083,SandstoneShale
4326,Sandstone
5367,Sandstone
582,Tuff
10960,Sandstone
9408,Limestone
8477,Sandstone
5043,Sandstone
746,SandstoneShale
10006,Sandstone
9582,Limestone
13629,Coal
5031,SandstoneShale
10555,Sandstone
5140,SandstoneShale
3311,Sandstone
1938,Chalk
4970,SandstoneShale
11909,Limestone
11280,Limestone
13828,Sandstone
10788,Sandstone
9357,Limestone
4363,Sandstone
1186,Marl
9138,Limestone
4907,SandstoneShale
11316,Limestone
9517,Limestone
8707,Sandstone
9432,Limestone
12555,Sandstone
11008,Sandstone
2136,Limestone
3525,SandstoneShale
12501,Sandstone
13264,Sandstone
670,Limestone
12735,Coal
1569,Chalk
4785,SandstoneShale
9010,Sandstone
9827,Sandstone
6599,Coal
13463,Sandstone
10351,Tuff
2716,Marl
4043,SandstoneShale
1014,Limestone
5301,Sandstone
8807,Limestone
744,SandstoneShale
5038,SandstoneShale
11220,Limestone
5382,Sandstone
9002,Sandstone
8604,Sandstone
7955,Tuff
3941,Sandstone
11304,Limestone
13594,Sandstone
2662,Marl
11584,Limestone
9436,Limestone
3690,Sandstone
4172,Sandstone
11579,Limestone
7139,SandstoneShale
6875,Sandstone
12320,Sandstone
703,Tuff
11343,Limestone
2772,SandstoneShale
6485,Sandstone
669,Tuff
7314,SandstoneShale
185,Limestone
4584,Sandstone
13546,Sandstone
8188,Tuff
10318,Tuff
12840,Sandstone
12016,Coal
7581,Sandstone
9745,Sandstone
8151,Tuff
2934,Marl
9470,Limestone
77,Sandstone
7714,Sandstone
10392,Tuff
12104,SandstoneShale
8377,Sandstone
10549,Sandstone
9061,Limestone
11321,Limestone
1066,Limestone
6103,Sandstone
10391,Tuff
12560,Sandstone
6803,Sandstone
154,Limestone
3517,SandstoneShale
4224,Sandstone
10765,Sandstone
9464,Limestone
12042,Coal
3645,Sandstone
2385,Limestone
7657,Sandstone
7703,Sandstone
3672,Sandstone
1693,Chalk
12171,Sandstone
3904,SandstoneShale
7009,SandstoneShale
3142,Sandstone
12064,SandstoneShale
8558,Sandstone
596,Tuff
3312,Limestone
11138,Limestone
12945,Sandstone
13480,Sandstone
4178,SandstoneShale
170,Limestone
3948,Sandstone
11802,Limestone
7877,Sandstone
10216,Tuff
2190,Limestone
7008,SandstoneShale
6841,Sandstone
10146,Dolomite
6444,Coal
8652,Sandstone
6598,Coal
11173,Limestone
12254,Sandstone
5932,Sandstone
7336,SandstoneShale
5102,SandstoneShale
5689,Sandstone
7083,SandstoneShale
1546,Chalk
9018,Sandstone
891,Limestone
10682,Sandstone
9361,Limestone
6837,Sandstone
9429,Limestone
1167,Chalk
11155,Limestone
5242,Sandstone
13117,SandstoneShale
6660,Sandstone
7256,SandstoneShale
269,Limestone
7322,SandstoneShale
8393,Sandstone
5921,Sandstone
13519,Sandstone
12241,Sandstone
11166,Limestone
1899,Chalk
6176,SandstoneShale
951,Limestone
3729,Sandstone
13050,Sandstone
1925,Chalk
7344,SandstoneShale
12377,Sandstone
12015,Limestone
939,Limestone
7570,Sandstone
2026,Chalk
11181,Limestone
12286,Sandstone
12525,Sandstone
1222,Chalk
9610,Limestone
8503,Sandstone
11937,Limestone
2759,SandstoneShale
11566,Limestone
8324,Sandstone
858,SandstoneShale
924,Limestone
12442,Coal
10425,Limestone
11352,Limestone
10572,Sandstone
9173,Limestone
6811,Sandstone
3993,Sandstone
332,Sandstone
13744,Sandstone
9916,Sandstone
12318,Sandstone
5795,Marl
11704,Limestone
10311,Tuff
13903,Sandstone
13135,Sandstone
3066,SandstoneShale
868,SandstoneShale
13595,Sandstone
8878,Sandstone
5660,Sandstone
720,Limestone
2313,Limestone
12446,Coal
587,Tuff
1518,Chalk
4426,Sandstone
9349,Limestone
265,Limestone
3873,Sandstone
9367,Limestone
10579,Sandstone
5298,Sandstone
8657,Sandstone
437,Sandstone
3285,Sandstone
463,Sandstone
1487,Chalk
3467,SandstoneShale
5425,Sandstone
11361,Limestone
7464,Sandstone
11649,Limestone
4879,SandstoneShale
2307,Limestone
9027,Sandstone
10070,Sandstone
8960,Sandstone
4621,SandstoneShale
1368,Chalk
9733,Sandstone
10422,Limestone
7459,Sandstone
583,Tuff
10947,Sandstone
7752,Sandstone
1577,Chalk
12757,SandstoneShale
6924,SandstoneShale
6371,Coal
10460,SandstoneShale
5753,Sandstone
5718,Sandstone
8689,Sandstone
